label,text
1,NOUN VERB PART VERB DET NOUN CONJ VERB VERB PART ADP ADV VERB ADV ADJ NOUN ADP NOUN PART VERB ADV CONJ VERB NOUN ADP NOUN
1,NOUN VERB VERB VERB ADP DET NOUN ADP NOUN PUNCT DET VERB VERB ADP NOUN VERB DET NOUN PUNCT CONJ ADV VERB PART VERB ADJ NOUN PUNCT DET VERB VERB ADV ADJ PART VERB ADV CONJ NOUN VERB ADJ ADV PART VERB NOUN PUNCT
2,NOUN VERB ADJ CONJ ADJ PUNCT SPACE NOUN VERB NOUN ADP NOUN CONJ NOUN ADP ADJ NOUN ADP NOUN VERB VERB VERB ADP PUNCT ADV NOUN VERB NOUN ADP NOUN PUNCT NOUN ADP NOUN ADP DET NOUN NOUN NOUN VERB NOUN ADP DET NOUN NOUN VERB PART VERB DET NOUN PUNCT VERB ADJ PART PUNCT PUNCT SPACE NOUN VERB ADV VERB PART VERB NOUN DET NOUN ADP NOUN VERB ADV VERB PART VERB ADJ NOUN PUNCT SPACE ADV PUNCT NOUN VERB VERB NOUN VERB ADP NOUN NOUN CONJ VERB VERB VERB ADP ADJ PUNCT
2,NUM NOUN ADJ VERB NOUN VERB VERB PUNCT ADV NOUN VERB VERB ADP NOUN PUNCT NOUN VERB VERB ADP NOUN VERB ADJ ADP NOUN CONJ ADP NOUN VERB ADP NOUN VERB VERB VERB ADP NOUN PUNCT NOUN VERB ADP ADV ADP NOUN VERB ADJ NOUN ADV PUNCT NOUN VERB PART VERB DET NOUN ADP NOUN NOUN PART VERB ADJ NOUN DET ADJ NOUN PUNCT NOUN VERB ADP NOUN ADP NOUN VERB ADV VERB NUM NOUN ADP NOUN VERB CONJ ADP NOUN VERB VERB NUM NOUN NOUN NOUN VERB VERB ADV PUNCT
1,NOUN VERB VERB PART ADP VERB DET NOUN CONJ VERB ADV ADV VERB PART VERB DET NOUN VERB VERB ADV PUNCT CONJ NOUN ADV VERB ADV VERB NOUN PART VERB ADV NOUN VERB ADP NOUN VERB ADV VERB PART VERB ADJ NOUN PUNCT PUNCT PUNCT VERB NOUN VERB ADV VERB PART ADP NOUN NOUN VERB VERB PART VERB DET NOUN PUNCT PUNCT NOUN VERB ADV VERB PUNCT ADP NOUN VERB DET NOUN PUNCT NOUN VERB VERB ADJ NOUN PUNCT CONJ ADV ADJ NOUN VERB VERB ADJ NOUN PUNCT PUNCT
0,NOUN VERB DET ADJ ADV VERB NOUN PUNCT ADV NOUN VERB ADP ADJ NOUN NOUN VERB ADJ PUNCT CONJ ADV NOUN CONJ ADJ NOUN VERB ADJ NOUN VERB NOUN ADP NOUN VERB VERB ADJ NOUN ADP NOUN ADV PUNCT
2,VERB ADP ADJ NOUN ADP NOUN PUNCT NOUN VERB PART ADP NOUN PUNCT NOUN VERB ADP NOUN ADP ADV ADP NOUN VERB ADJ ADP NOUN PUNCT NOUN DET VERB ADJ NOUN PART VERB ADP DET NOUN ADP NOUN PART VERB ADP ADJ NOUN PUNCT DET VERB ADP NOUN VERB DET NOUN VERB CONJ VERB NOUN VERB ADJ NOUN PUNCT ADV ADP NOUN VERB ADJ NOUN ADP DET PUNCT NOUN VERB DET NOUN ADP VERB DET NOUN ADP NOUN ADP NOUN VERB X DET NOUN VERB NOUN PART VERB PART PUNCT
0,NOUN NOUN VERB VERB ADP ADV NOUN ADV VERB DET ADP NOUN
0,NUM NOUN ADJ VERB VERB NOUN VERB ADP NOUN VERB ADJ PUNCT NOUN VERB VERB ADP NOUN VERB VERB ADP ADP DET NOUN ADP DET NOUN NOUN VERB NOUN ADP ADJ NOUN PUNCT ADP ADJ ADP ADJ NOUN PUNCT VERB VERB ADV ADJ CONJ ADV ADJ PUNCT NOUN VERB VERB ADP NOUN ADV ADP DET NOUN PUNCT ADV ADV PART VERB ADP NOUN CONJ ADV PART VERB ADJ NOUN PUNCT
1,NUM NOUN VERB VERB ADP NOUN VERB ADJ CONJ VERB DET ADJ NOUN ADP NOUN VERB ADP DET NOUN VERB NOUN VERB PART VERB DET NUM ADJ NOUN NOUN CONJ NOUN VERB VERB PART VERB ADP NOUN PUNCT
0,DET NOUN NOUN VERB VERB ADP NOUN ADP ADV ADJ NOUN VERB PART VERB ADP ADP DET NOUN PUNCT NOUN VERB PUNCT NOUN VERB PART VERB PUNCT DET NOUN ADP NOUN VERB ADJ ADV NOUN NOUN VERB VERB ADV PUNCT PUNCT
2,NOUN VERB DET ADV ADJ NOUN PUNCT ADP ADJ NOUN ADP NOUN PUNCT NOUN ADV VERB ADP NOUN ADP ADP NOUN VERB ADP DET ADJ CONJ ADP NOUN VERB VERB DET ADJ NOUN PUNCT ADV NOUN VERB VERB ADP ADJ NOUN NOUN VERB ADV PART VERB DET ADJ NOUN NOUN VERB VERB ADP ADV NOUN ADV VERB PART VERB NOUN ADV CONJ NOUN VERB VERB ADP NOUN ADP DET ADJ NOUN ADP NOUN PUNCT ADP NOUN VERB NOUN PART VERB ADJ NOUN PART VERB VERB ADJ NOUN CONJ PART VERB ADJ NOUN ADP NOUN PUNCT
2,NOUN VERB VERB NOUN VERB ADV VERB PART VERB ADJ NOUN ADP NOUN VERB SPACE ADJ NOUN VERB VERB PART VERB NOUN VERB ADJ PUNCT
0,NOUN VERB VERB PUNCT SPACE NOUN VERB DET NOUN ADP NOUN VERB ADP DET NOUN NOUN VERB PUNCT CONJ ADP DET NOUN ADP NOUN VERB ADV VERB ADJ NOUN ADV NOUN VERB VERB ADP NOUN ADP NOUN VERB VERB PART ADP DET NOUN VERB PART VERB ADJ NOUN PUNCT
0,NOUN VERB NOUN CONJ VERB ADV VERB PART VERB NOUN PUNCT ADP NOUN PUNCT NOUN VERB VERB ADJ ADP NOUN CONJ VERB NOUN DET ADJ NOUN ADP NOUN NOUN VERB VERB CONJ NOUN VERB VERB ADJ ADJ NOUN ADP NOUN PART VERB ADJ NOUN ADJ PUNCT
0,NOUN VERB VERB PART VERB VERB ADP ADJ NOUN ADP ADJ NOUN VERB ADV VERB PART NOUN ADP ADV CONJ NOUN VERB VERB PART ADP NOUN VERB VERB PART VERB ADJ NOUN NOUN PART VERB ADP PUNCT
0,PUNCT NOUN VERB ADV ADP NOUN PUNCT PUNCT NOUN VERB ADV NOUN CONJ NOUN VERB VERB ADP DET NOUN
0,NUM NOUN ADJ NOUN VERB VERB ADP NOUN VERB VERB PUNCT ADV NOUN VERB DET NOUN VERB ADV NOUN PUNCT NOUN VERB ADP NOUN DET NOUN VERB NOUN ADV NOUN ADV VERB NOUN PUNCT NOUN VERB VERB PART VERB NOUN VERB ADP ADJ NOUN VERB ADV VERB PART VERB NOUN PART PUNCT
0,NOUN VERB ADP NOUN VERB ADV NOUN PUNCT PUNCT PUNCT PUNCT ADV ADP NOUN VERB NOUN PUNCT PUNCT NOUN VERB PUNCT NOUN VERB DET NOUN ADJ VERB ADJ ADV ADP NOUN PUNCT PUNCT NOUN VERB ADJ NOUN PART VERB PART VERB NOUN VERB NOUN PUNCT ADV NOUN VERB VERB DET ADJ NOUN PUNCT NOUN PUNCT CONJ NOUN VERB VERB ADP NOUN CONJ NOUN PART VERB ADP NOUN PUNCT PUNCT
1,NUM NOUN ADJ VERB VERB NOUN VERB ADJ PUNCT NOUN VERB ADP NOUN VERB ADJ ADP ADV ADJ ADP NOUN CONJ ADJ NOUN NOUN PUNCT ADP NOUN PUNCT ADV NOUN VERB PART VERB ADJ NOUN NOUN CONJ VERB NOUN NOUN NOUN ADP NOUN NUM PUNCT
1,NUM NOUN ADJ NOUN VERB VERB NOUN PUNCT NOUN VERB DET ADP ADV NOUN VERB VERB ADP NOUN CONJ NOUN VERB NOUN ADV NOUN VERB VERB NOUN VERB ADP PUNCT PUNCT NOUN VERB PART VERB PUNCT DET NOUN ADP NOUN NOUN VERB NUM NOUN NOUN NOUN VERB VERB ADV PUNCT PUNCT NOUN VERB VERB ADJ CONJ VERB ADV VERB NOUN ADP ADJ NOUN PUNCT
1,VERB ADP NOUN PART NOUN ADP DET NOUN PUNCT NOUN VERB ADP NOUN VERB DET NOUN ADP ADJ NOUN PUNCT CONJ VERB ADV ADJ ADP ADJ NOUN PUNCT ADV ADP NOUN VERB ADJ CONJ ADJ PUNCT NUM NOUN ADP DET NOUN NOUN VERB ADP ADJ NOUN PUNCT PUNCT NOUN VERB ADJ NOUN PART VERB PART VERB NOUN VERB NOUN PUNCT ADV NOUN VERB VERB DET NOUN PUNCT NOUN PUNCT CONJ NOUN VERB VERB ADP NOUN CONJ NOUN PART VERB ADP NOUN PUNCT PUNCT ADP DET NOUN PUNCT NOUN VERB ADP NOUN VERB DET ADJ NOUN ADP NOUN ADV PUNCT
