label,text
1,NOUN PART NOUN CONJ NOUN PART NOUN VERB NUM NOUN ADJ VERB ADV NOUN PUNCT NOUN VERB NOUN CONJ NOUN PART NOUN NOUN NOUN PUNCT ADV PUNCT NOUN VERB ADJ PUNCT NOUN VERB ADV ADJ ADP NOUN ADP NOUN VERB ADJ ADJ VERB NOUN VERB VERB DET ADJ NOUN NOUN VERB ADV VERB NOUN VERB ADP DET NOUN
1,NOUN CONJ NOUN VERB ADJ ADP NOUN VERB ADV VERB ADP NOUN NOUN ADP NOUN ADV VERB NUM NOUN ADV PUNCT DET NOUN PUNCT DET NOUN CONJ NOUN VERB DET ADJ ADP DET NOUN ADP ADP NOUN VERB ADJ NOUN PUNCT DET NOUN CONJ VERB VERB ADP DET NOUN ADP DET NOUN NOUN PUNCT ADP DET NOUN CONJ NOUN NOUN VERB ADV PUNCT
1,NOUN ADP NOUN CONJ NOUN ADP NOUN VERB ADJ ADP NOUN DET ADJ NOUN ADP NUM NOUN PUNCT NOUN VERB NOUN CONJ NOUN NOUN NOUN PUNCT ADP NOUN ADJ VERB ADV ADP NOUN VERB NOUN PUNCT
2,NOUN ADP NOUN ADV VERB NOUN CONJ NOUN ADP NOUN VERB ADV NOUN NOUN PUNCT NOUN VERB DET VERB ADP NUM NOUN ADP NOUN VERB DET NOUN ADP NOUN ADV VERB ADJ NOUN PUNCT
0,NOUN ADP NOUN CONJ NOUN ADP NOUN VERB ADJ ADP NOUN VERB DET NOUN PUNCT NOUN DET VERB ADJ ADP DET NOUN ADP DET NOUN VERB DET NOUN PUNCT
0,NOUN PART VERB ADJ ADP VERB PART ADP NOUN VERB DET NOUN CONJ DET NOUN VERB DET NOUN PUNCT
2,NOUN PART VERB ADJ ADP NOUN PART ADP NOUN VERB DET ADJ NOUN PUNCT NOUN ADV VERB ADP ADJ NOUN PUNCT NOUN VERB ADV ADJ PART VERB ADV ADV CONJ VERB ADV VERB CONJ VERB ADP ADJ NOUN PUNCT NOUN VERB ADV ADJ NOUN NOUN ADP NOUN VERB ADV NOUN PUNCT ADV DET NOUN VERB DET NOUN NOUN CONJ VERB ADV VERB PART VERB PUNCT NOUN VERB DET NOUN ADP NOUN PUNCT CONJ VERB NOUN PUNCT
1,NOUN ADP NOUN VERB ADJ ADP NOUN ADP NOUN ADP NOUN DET VERB NOUN PUNCT ADP DET NOUN NOUN VERB ADP NOUN NOUN CONJ NOUN VERB ADV NUM NOUN ADP NOUN PUNCT NOUN VERB NOUN NOUN ADP NOUN VERB NOUN PUNCT NOUN VERB ADV ADJ ADP NOUN ADP NOUN VERB NOUN PUNCT CONJ ADP VERB ADP DET NOUN NOUN VERB VERB ADP NOUN PUNCT
1,NOUN CONJ NOUN VERB ADJ ADP NOUN VERB ADV NUM NOUN ADP NOUN ADP NOUN PUNCT NOUN VERB NOUN CONJ NOUN VERB NOUN NOUN PUNCT NOUN VERB ADP DET NOUN ADP NOUN VERB VERB ADV ADP NOUN PUNCT NUM ADV VERB DET NOUN PUNCT
1,NOUN VERB ADJ ADP NOUN ADJ ADP ADJ ADV ADV DET ADJ VERB NOUN DET VERB NOUN CONJ ADJ NOUN PUNCT NOUN ADP DET ADJ NOUN PUNCT VERB ADV NOUN ADP NOUN CONJ NOUN CONJ VERB ADV NOUN PUNCT
2,DET NOUN ADP NOUN CONJ DET NOUN ADP NOUN VERB ADV ADJ ADP NOUN VERB DET NOUN PUNCT NOUN PART ADJ NOUN NOUN CONJ NOUN ADV VERB NOUN NOUN PUNCT DET VERB ADP NOUN VERB ADJ PART VERB PUNCT ADP DET NOUN ADJ NOUN ADP NOUN VERB ADJ ADP DET ADP ADV DET NOUN ADP DET ADJ ADJ NOUN PUNCT
1,NOUN CONJ NOUN VERB ADJ ADP DET NOUN VERB DET VERB CONJ NOUN VERB ADV NUM NOUN PUNCT PUNCT NOUN PART NOUN PUNCT ADJ VERB ADV NOUN CONJ NOUN PUNCT CONJ NOUN PART NOUN NOUN ADJ VERB ADV NOUN NOUN ADV ADV PUNCT PUNCT PUNCT NOUN NUM PUNCT PUNCT DET NUM VERB ADJ ADP NOUN ADP NOUN VERB VERB ADV DET NOUN PUNCT
1,DET NOUN NOUN VERB ADV NOUN PUNCT CONJ NOUN NOUN VERB NOUN NOUN NOUN PUNCT DET NUM NOUN VERB ADJ ADP NOUN DET VERB DET NOUN NOUN ADP NOUN CONJ NOUN ADJ VERB ADJ PUNCT DET NUM NOUN VERB ADJ ADP NOUN ADP NOUN VERB CONJ VERB ADJ VERB ADP NOUN PUNCT NOUN PART CONJ NOUN NOUN VERB ADP NOUN NOUN PUNCT NOUN NOUN VERB ADV VERB NOUN ADP DET ADJ NOUN PUNCT
0,DET NOUN ADP NOUN VERB NOUN ADP NOUN CONJ NOUN PART NOUN NOUN NOUN NOUN VERB ADV DET NOUN PUNCT NOUN ADP DET NOUN CONJ DET NOUN NOUN PUNCT VERB ADJ CONJ ADJ PUNCT ADP NOUN ADJ ADP NOUN CONJ NOUN PUNCT VERB ADV ADV VERB CONJ VERB PUNCT ADJ VERB NOUN CONJ NOUN VERB ADJ ADP NOUN PUNCT
