label,text
2,ADJ PUNCT PUNCT ADJ VERB VERB DET NOUN NOUN ADP ADV DET NOUN VERB VERB ADP ADJ ADP DET NOUN PUNCT NOUN DET ADP ADP DET ADJ X NOUN VERB DET ADJ PUNCT
1,ADJ PUNCT PUNCT VERB ADP NOUN VERB ADV VERB DET NOUN ADP NOUN NOUN ADP ADJ PUNCT
2,ADJ PUNCT PUNCT DET NOUN NOUN VERB VERB DET ADJ NOUN ADP NOUN ADP NOUN ADP ADP DET NOUN DET NOUN ADJ VERB DET ADJ NOUN PUNCT CONJ NOUN VERB DET NOUN ADP NOUN VERB ADJ CONJ ADP NOUN VERB DET NOUN NOUN VERB ADJ DET NOUN VERB VERB ADP ADJ CONJ VERB PUNCT ADV ADJ
1,ADJ PUNCT PUNCT DET NOUN VERB VERB DET NOUN NOUN NOUN X X ADP NOUN VERB ADV VERB PART ADV ADV PUNCT DET ADJ NOUN ADP DET NOUN PART VERB PART VERB NUM NOUN ADP NUM NOUN PUNCT
2,ADJ PUNCT PUNCT NOUN VERB VERB DET ADJ NOUN ADP NOUN ADP DET NOUN ADP ADP ADJ NUM NOUN ADJ CONJ NOUN VERB DET ADJ NOUN NOUN DET NOUN NOUN VERB VERB PART VERB ADJ PUNCT ADP ADP DET NOUN NOUN VERB NOUN VERB DET ADJ NOUN ADP NOUN VERB VERB DET NOUN DET NOUN PUNCT
0,ADJ ADJ PUNCT PUNCT SPACE DET ADJ ADP NOUN DET PUNCT DET NOUN NOUN VERB NOUN
1,ADJ ADJ PUNCT PUNCT NOUN VERB NOUN VERB VERB NOUN ADP DET NOUN NOUN VERB NOUN CONJ ADP NOUN NOUN VERB VERB NOUN DET NOUN ADV NOUN VERB ADJ ADP ADJ
1,ADJ PUNCT PUNCT SPACE DET NOUN VERB VERB ADJ NOUN ADP DET NOUN VERB NOUN ADV ADP DET NOUN
1,ADJ ADJ PUNCT PUNCT NOUN VERB ADJ ADJ ADP NOUN VERB VERB ADP NOUN ADP DET NOUN PUNCT ADP NOUN DET ADJ NOUN VERB VERB DET X X DET NOUN ADP VERB NOUN ADV ADJ ADV PUNCT ADP NOUN DET ADJ NOUN NOUN VERB VERB NOUN ADP DET NOUN NOUN VERB NOUN ADJ ADJ NOUN PUNCT
2,ADJ PUNCT PUNCT NOUN VERB VERB DET NOUN NOUN ADJ CONJ ADV PART VERB NOUN ADP ADP DET NOUN DET ADJ NOUN VERB DET NOUN ADP NUM NOUN CONJ DET NOUN NOUN NOUN VERB DET NOUN ADP NUM NOUN PUNCT ADV ADP ADP DET NOUN NOUN VERB NOUN VERB DET ADJ NOUN DET NOUN VERB VERB ADP ADJ ADV PUNCT
2,ADJ PUNCT PUNCT SPACE DET ADJ ADJ NOUN VERB VERB ADJ ADP DET NOUN PUNCT DET ADJ NOUN ADP DET ADJ NOUN VERB NUM PUNCT PUNCT DET ADJ NOUN ADP DET ADJ ADJ NOUN VERB NUM PUNCT PUNCT DET ADJ NOUN NOUN ADP DET ADJ NOUN VERB NUM PUNCT CONJ ADP DET ADJ NOUN VERB NUM PUNCT PUNCT ADV VERB DET NUM PUNCT NOUN ADP DET ADJ CONJ ADJ ADJ NOUN PUNCT ADV DET ADJ NOUN VERB VERB DET ADJ NOUN ADP DET NOUN PUNCT
0,ADJ PUNCT PUNCT DET NOUN NOUN VERB VERB DET NOUN ADV ADP DET ADJ NOUN VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT
1,ADJ PUNCT PUNCT SPACE NOUN VERB VERB DET NOUN ADP DET NOUN CONJ NOUN VERB NOUN NOUN ADP DET NOUN PUNCT
1,ADJ PUNCT PUNCT NOUN VERB VERB DET NOUN ADV ADJ NOUN ADP ADP NOUN NOUN VERB ADJ NOUN ADV ADP NOUN
1,ADJ PUNCT PUNCT INTJ DET ADJ DET NOUN VERB DET ADV NOUN VERB ADP DET NOUN PUNCT CONJ DET NOUN ADP DET ADJ NOUN VERB ADJ
0,ADJ PUNCT PUNCT NOUN VERB VERB PART VERB ADJ ADP DET NOUN ADP NOUN VERB ADV VERB NOUN ADP NOUN PUNCT NOUN VERB VERB PART VERB ADJ ADP DET NOUN PART VERB ADJ NOUN
0,ADJ ADJ PUNCT PUNCT SPACE DET ADJ NOUN VERB NOUN NOUN VERB VERB DET PUNCT ADV VERB NOUN PUNCT ADP PUNCT ADP DET ADJ NOUN VERB VERB DET NOUN ADJ ADP NOUN PUNCT NOUN VERB VERB NOUN ADP ADJ ADP NOUN PUNCT CONJ ADP DET NOUN NOUN NOUN VERB VERB NOUN ADJ ADP NOUN PUNCT NOUN VERB ADV VERB ADJ ADP NOUN ADP NOUN PUNCT
1,ADJ PUNCT PUNCT NOUN VERB VERB DET NOUN ADP DET NOUN NOUN ADJ INTJ
1,ADJ ADJ PUNCT PUNCT NOUN NOUN VERB DET NOUN NOUN ADP VERB ADP NOUN VERB VERB DET NOUN ADP DET NOUN ADV DET NOUN NOUN ADV VERB NOUN NOUN INTJ ADP NOUN NOUN ADV DET NOUN DET DET NOUN VERB VERB NOUN PUNCT
2,ADJ PUNCT PUNCT SPACE NOUN CONJ NOUN VERB VERB ADJ NOUN X X ADP DET NOUN PUNCT DET NOUN ADP DET ADJ NOUN VERB DET ADJ ADP DET NOUN PUNCT NOUN VERB NUM ADP DET ADJ NOUN VERB DET NOUN ADP NOUN NUM ADV PUNCT DET ADJ NOUN VERB VERB VERB ADP ADP DET NOUN NOUN VERB ADV VERB PUNCT
1,ADJ PUNCT PUNCT DET NOUN ADJ VERB VERB DET NOUN NOUN ADP NOUN VERB VERB NOUN ADV ADP ADP DET NOUN ADP VERB NOUN PUNCT
0,ADJ ADJ PUNCT PUNCT ADP ADJ NOUN DET ADJ ADJ VERB DET NOUN VERB NOUN PUNCT CONJ ADP ADJ NOUN NOUN VERB ADV VERB ADV ADV PUNCT
2,ADJ PUNCT PUNCT SPACE DET ADJ NOUN PART VERB DET NOUN NOUN VERB VERB X ADJ PUNCT ADJ VERB ADJ ADJ ADP ADJ PUNCT DET VERB VERB DET ADJ NOUN ADP DET NOUN NOUN NOUN ADP NOUN VERB ADP DET NOUN NOUN VERB VERB ADJ PUNCT ADP DET NOUN PUNCT DET ADJ NOUN VERB ADP DET NOUN ADP NUM PUNCT NOUN NOUN ADP DET NOUN ADP DET ADJ NOUN PUNCT ADV PUNCT DET ADJ VERB VERB DET NOUN NOUN NOUN PART VERB DET NOUN NOUN PUNCT
1,ADJ ADJ PUNCT PUNCT DET NOUN VERB VERB ADJ ADJ ADP NOUN VERB ADV VERB PART ADJ NOUN CONJ PART ADJ NOUN ADP DET NOUN VERB ADV VERB PART ADJ CONJ ADP ADJ NOUN VERB VERB ADV ADJ
2,ADJ PUNCT PUNCT ADP NOUN VERB DET NOUN ADJ ADV NOUN VERB PART VERB ADJ ADV CONJ ADV ADV ADJ ADP NOUN VERB VERB ADP NOUN VERB ADJ PUNCT ADP ADV DET NOUN NOUN VERB ADJ DET NOUN ADP DET NOUN VERB NUM DET NOUN ADV NOUN VERB ADJ DET NOUN ADP DET NOUN VERB NUM
1,ADJ ADJ PUNCT PUNCT DET NOUN ADV VERB VERB ADJ ADP NOUN VERB VERB X ADP DET ADJ ADJ CONJ ADJ ADP DET NOUN NOUN ADP DET NOUN VERB VERB NOUN NOUN ADP NOUN CONJ NOUN ADV VERB ADJ ADP ADP DET NOUN VERB DET NOUN NOUN ADP DET NOUN VERB ADV VERB ADV ADJ ADP DET NOUN PUNCT
1,ADJ PUNCT PUNCT SPACE DET NOUN VERB VERB DET NOUN NOUN ADV DET NOUN NOUN NOUN PUNCT ADP DET ADJ NOUN VERB DET ADJ NOUN PUNCT VERB ADP DET NOUN NOUN ADJ ADJ NOUN VERB NUM PUNCT DET NOUN PUNCT PUNCT NUM PUNCT NOUN VERB DET DET ADJ NOUN VERB ADJ PUNCT X NOUN PUNCT ADV DET ADJ NOUN VERB ADJ PUNCT ADJ NOUN PUNCT
2,ADJ PUNCT PUNCT NOUN VERB VERB DET NOUN NOUN ADP NOUN VERB ADV ADJ NOUN ADP DET NOUN NOUN VERB ADJ VERB DET ADJ
