label,text
1,VERB DET NOUN ADP NOUN VERB VERB DET NOUN PART NOUN VERB DET ADJ ADJ ADP DET NOUN PUNCT PUNCT VERB DET NOUN ADP DET NOUN ADP NOUN NOUN VERB ADP DET NOUN PUNCT DET NOUN VERB VERB DET ADJ NOUN PUNCT PUNCT ADJ NOUN VERB ADJ NOUN VERB PART DET ADV ADJ ADP DET ADP DET ADJ NOUN PUNCT
3,VERB ADP DET NOUN NOUN ADJ ADJ NOUN NOUN VERB DET ADJ PUNCT ADP NOUN NOUN VERB DET ADJ NOUN PUNCT NUM NOUN ADJ DET NOUN VERB VERB VERB ADJ NOUN VERB PART VERB VERB ADV ADJ NOUN PART VERB PUNCT DET NOUN ADJ NOUN VERB VERB VERB ADV ADJ NOUN VERB VERB ADV ADJ NOUN PART VERB PUNCT VERB ADP DET NOUN PUNCT
1,NUM NOUN ADJ DET NOUN VERB VERB VERB DET NOUN VERB ADP VERB DET ADJ ADV NOUN ADP NOUN CONJ ADV VERB DET NOUN PUNCT
1,DET NOUN NOUN VERB VERB ADP DET NOUN VERB ADP ADJ NOUN NOUN VERB DET ADJ ADP ADP NOUN NUM NOUN VERB NUM ADP NOUN NUM NOUN VERB NOUN ADP VERB PUNCT NUM NOUN DET NOUN VERB VERB DET NOUN VERB ADP VERB ADJ NOUN PUNCT DET ADJ NOUN VERB PART VERB ADJ NOUN ADP ADV VERB ADJ PART VERB ADP PUNCT
3,DET PUNCT NUM NOUN NOUN VERB VERB VERB ADP NOUN NOUN VERB DET ADJ ADP ADV VERB NOUN NOUN PUNCT DET ADJ NOUN NOUN CONJ ADV ADJ NOUN NOUN NOUN VERB VERB VERB ADJ NOUN PUNCT NUM NOUN VERB ADV ADJ PART VERB DET ADJ NOUN PUNCT ADV NOUN VERB VERB VERB ADV ADV DET NOUN VERB PART VERB PUNCT ADP ADV VERB ADV CONJ ADV ADP NUM NOUN ADV ADV VERB VERB ADJ NOUN VERB DET NOUN ADJ PUNCT
2,ADJ NOUN ADP DET NOUN VERB ADP ADJ NOUN NOUN VERB DET ADJ ADP NOUN VERB ADV DET NOUN NOUN NOUN NOUN PUNCT NUM NOUN ADJ VERB VERB VERB VERB VERB NOUN NOUN ADP NOUN NOUN VERB CONJ VERB VERB ADJ NOUN VERB VERB ADP DET NOUN PUNCT
1,NOUN VERB VERB ADP NOUN NOUN VERB DET ADV ADJ CONJ VERB ADJ PART VERB DET ADV ADP NOUN NOUN VERB DET ADV ADJ CONJ ADJ ADJ PUNCT NUM NOUN DET NOUN VERB VERB VERB VERB PART ADV VERB ADP ADJ NOUN ADP NOUN PUNCT PART VERB ADP NOUN VERB DET NOUN PUNCT VERB ADJ NOUN ADP ADJ NOUN VERB ADV VERB PART ADJ ADJ NOUN PUNCT
2,ADP VERB ADP DET NOUN PUNCT NOUN VERB VERB ADP ADJ NOUN NOUN CONJ NOUN VERB ADV ADV ADV ADJ ADP DET ADJ NUM NOUN PUNCT DET VERB NOUN ADP NOUN CONJ NOUN VERB ADV ADJ ADJ NOUN NOUN ADP ADP ADJ NOUN PUNCT DET CONJ NOUN ADV VERB ADV ADV ADJ CONJ ADV VERB ADJ NOUN NOUN PUNCT DET NOUN VERB VERB VERB VERB ADP VERB DET ADJ NOUN CONJ VERB ADJ NOUN PUNCT DET NOUN VERB VERB VERB VERB ADV PART VERB DET NOUN PUNCT
2,ADJ NOUN NOUN VERB DET ADJ PUNCT CONJ NOUN NOUN NOUN VERB DET ADV PUNCT ADJ NOUN NOUN VERB ADV NUM NOUN ADJ ADP NOUN DET ADJ NOUN DET NOUN VERB VERB DET NOUN VERB NOUN VERB VERB VERB ADJ NOUN NOUN PART VERB NOUN ADJ NOUN PUNCT ADV NOUN VERB VERB VERB ADJ NOUN CONJ VERB NOUN ADV PART VERB ADV ADJ NOUN PUNCT
3,PUNCT PUNCT DET NOUN ADP DET NOUN VERB ADP ADJ NOUN NOUN VERB ADV DET ADJ NOUN CONJ DET NOUN NOUN VERB ADV DET ADJ CONJ NOUN VERB DET ADJ PUNCT NOUN VERB ADV VERB ADP NOUN NOUN VERB ADJ NOUN PUNCT NOUN PUNCT NUM NOUN PUNCT DET NOUN VERB VERB VERB DET ADJ VERB NOUN VERB ADP NOUN VERB VERB VERB ADJ NOUN PART VERB NOUN PUNCT NOUN ADV VERB VERB VERB DET ADJ NOUN ADP ADJ NOUN DET NOUN PUNCT
