label,text
2,NOUN VERB PART ADP NOUN NOUN VERB DET NOUN NOUN CONJ NOUN VERB ADV VERB PUNCT PUNCT DET NOUN VERB DET NOUN NOUN VERB ADV VERB PUNCT PUNCT NOUN VERB ADP NOUN NOUN ADP ADJ NOUN CONJ VERB DET VERB VERB ADJ ADP ADJ ADJ PUNCT NOUN VERB ADP ADP NOUN NOUN VERB VERB NOUN ADP NOUN ADJ NOUN VERB PART VERB NOUN NOUN PART ADP ADJ NOUN PUNCT PUNCT NOUN PUNCT NOUN NOUN PUNCT NOUN VERB NOUN PART VERB ADJ NOUN PUNCT PUNCT
2,DET NOUN NOUN ADP NOUN NOUN VERB ADP NOUN ADP NOUN DET VERB ADV VERB ADV ADJ CONJ NOUN PUNCT NOUN VERB NOUN PART PART VERB ADJ ADP NOUN ADV NOUN NOUN VERB PUNCT NOUN VERB NOUN ADP VERB NOUN VERB PART VERB ADV ADP NOUN CONJ NOUN PUNCT
1,NOUN VERB NOUN PUNCT NOUN VERB NOUN NOUN NOUN VERB CONJ ADJ VERB NOUN ADJ PART VERB ADV PUNCT
0,DET NOUN ADJ NOUN VERB ADV NOUN PUNCT NOUN VERB ADP NOUN VERB DET NOUN NOUN ADV NOUN VERB ADJ NOUN PUNCT NOUN VERB SPACE NOUN ADP NOUN VERB NOUN PART VERB ADP DET NOUN ADP NUM ADV NOUN VERB CONJ NOUN VERB ADP NOUN PUNCT NOUN VERB DET NUM NOUN NOUN ADP DET NOUN CONJ VERB DET NOUN PUNCT CONJ NOUN VERB NOUN NOUN CONJ VERB PART ADP NOUN VERB ADV VERB PUNCT ADV NOUN VERB PART VERB DET NOUN ADP NOUN PUNCT NOUN PART VERB NOUN VERB ADP NOUN VERB ADV DET NOUN CONJ DET NOUN PUNCT
1,DET NOUN VERB DET NOUN ADP NOUN ADP NOUN CONJ NOUN NOUN DET VERB DET ADJ NOUN ADP NOUN PUNCT NOUN NOUN VERB VERB NOUN VERB ADP NOUN PUNCT ADV ADV NOUN VERB PART VERB NOUN NOUN PUNCT DET VERB ADV DET NOUN NOUN VERB DET NOUN ADP DET NOUN CONJ NOUN NOUN PUNCT
2,ADP NOUN VERB ADJ ADP NOUN NOUN PUNCT NOUN VERB ADJ PART VERB ADV ADV ADJ ADV DET NUM ADP NOUN ADV VERB PUNCT DET NOUN VERB VERB PUNCT NOUN VERB ADV VERB CONJ CONJ VERB NOUN NOUN PUNCT ADV NOUN VERB ADP NOUN PUNCT NOUN NOUN VERB DET NOUN NOUN ADP DET NOUN PUNCT NOUN VERB VERB PART PART VERB ADJ PART VERB DET ADJ NOUN PUNCT DET ADJ NOUN VERB NOUN ADP ADV ADJ DET NUM NOUN VERB PUNCT NOUN VERB SPACE VERB ADP NOUN NOUN ADP NOUN VERB DET ADV ADV ADJ ADP NOUN PUNCT
0,DET NOUN ADP NOUN ADP NOUN NOUN VERB ADP NOUN VERB ADV VERB ADV ADJ NOUN VERB PART VERB NOUN PUNCT CONJ NOUN VERB ADJ ADP NOUN ADV VERB ADP ADJ NOUN PUNCT
2,NOUN VERB ADP ADV ADP NOUN VERB ADV VERB PUNCT ADV ADP NOUN NOUN PUNCT NOUN VERB VERB ADP NOUN VERB VERB VERB ADP NOUN PUNCT ADV ADP ADV NOUN VERB ADP NOUN CONJ VERB ADJ NOUN ADP NOUN VERB ADV VERB PUNCT DET VERB ADV VERB NOUN ADP VERB NOUN ADP DET NOUN PUNCT ADV NOUN ADV VERB NOUN ADP NOUN VERB ADV VERB PART ADV ADP NOUN VERB ADJ ADP NOUN PUNCT
1,NOUN VERB ADP NOUN NOUN PUNCT ADV VERB ADJ ADP NOUN PUNCT
0,NOUN VERB PART VERB ADP NOUN NOUN VERB VERB PART VERB NOUN DET NOUN NOUN ADP ADV VERB PART ADP NOUN VERB DET ADJ NOUN CONJ VERB PART ADV VERB ADJ PART VERB ADP NOUN VERB ADV VERB PUNCT NOUN ADV VERB NOUN VERB PART VERB PART VERB CONJ VERB ADJ ADJ PART VERB ADJ ADJ NOUN PUNCT
2,ADV NOUN VERB DET NOUN NOUN ADP NOUN NOUN NOUN VERB DET NOUN ADP NOUN PUNCT DET VERB ADV ADV ADP DET NOUN NOUN VERB PART VERB VERB ADV PUNCT CONJ ADP NOUN DET VERB ADP VERB NOUN VERB VERB ADJ NOUN ADP VERB NOUN NOUN VERB VERB ADP PUNCT
2,NOUN NOUN VERB ADV DET ADJ NOUN CONJ ADV NOUN VERB NOUN NOUN VERB NOUN ADP NOUN CONJ NOUN VERB ADV VERB DET ADJ ADP NOUN VERB NOUN VERB ADP NOUN VERB ADJ PART VERB ADV PART VERB CONJ ADV VERB NOUN
2,ADP VERB NOUN NOUN PART NOUN NOUN PUNCT NOUN VERB ADP DET NUM VERB VERB ADV PUNCT ADP NOUN NOUN VERB NOUN ADP ADJ NOUN PART VERB PUNCT NOUN VERB PUNCT DET NOUN ADP NOUN NOUN PART NOUN VERB ADV ADV ADJ ADP NOUN PUNCT PUNCT DET NOUN VERB DET NOUN ADP NOUN VERB NOUN ADP NOUN NOUN ADP DET NUM ADP NOUN VERB VERB DET ADJ NOUN ADP NOUN PUNCT
2,DET NOUN NOUN ADP DET NOUN VERB ADP NOUN NOUN VERB ADP NOUN VERB DET NOUN NOUN ADP ADJ NOUN CONJ ADJ NOUN NOUN ADP NOUN PUNCT CONJ ADP NOUN VERB ADV VERB ADV PART VERB PUNCT ADJ NOUN VERB ADJ CONJ NOUN VERB PART ADP NOUN ADP VERB DET ADJ NOUN PUNCT NOUN VERB ADV VERB NOUN ADV PUNCT NUM ADP DET ADJ NOUN ADP NOUN NOUN VERB NOUN VERB ADJ ADP ADJ ADP NOUN ADP NOUN VERB VERB ADV VERB PUNCT NOUN NUM NOUN PUNCT PUNCT DET NOUN ADP NOUN NOUN PART NOUN VERB ADV ADV ADJ ADP NOUN PUNCT NOUN VERB NOUN ADV PUNCT NOUN ADP NOUN ADV NOUN VERB VERB ADP PART VERB ADV CONJ ADV NOUN VERB ADV VERB DET NOUN NOUN ADV VERB PUNCT DET NOUN VERB VERB ADJ NOUN PART VERB NOUN VERB ADP NOUN PUNCT ADV NOUN VERB NOUN NOUN VERB ADP NOUN PUNCT PUNCT NOUN VERB ADP NOUN NOUN ADV VERB ADV VERB CONJ VERB ADJ NOUN ADP ADP ADJ NOUN PART VERB NOUN ADV PART VERB ADP NOUN ADJ NOUN VERB VERB ADV PART VERB PUNCT CONJ VERB ADV PART VERB NOUN ADV ADV PUNCT NOUN VERB DET NOUN ADP DET ADJ ADP ADJ NOUN ADP VERB PART VERB NOUN NOUN VERB ADV PART VERB PUNCT NOUN NUM VERB PUNCT PUNCT NOUN PUNCT NOUN NOUN PUNCT NOUN VERB PUNCT VERB ADV ADP DET NOUN PUNCT NOUN VERB NOUN PART VERB ADJ NOUN PUNCT PUNCT
2,DET ADJ NOUN ADJ NOUN VERB PART ADP NOUN NOUN VERB DET ADJ NOUN ADP NOUN PUNCT SPACE ADV NOUN VERB ADP ADP NOUN NOUN VERB DET ADJ NOUN PUNCT CONJ VERB ADV VERB NOUN NOUN VERB NOUN NOUN PUNCT SPACE NOUN VERB ADV NOUN NOUN VERB ADV ADJ ADP VERB NOUN ADV NOUN PUNCT SPACE NOUN NOUN VERB NOUN VERB PUNCT CONJ VERB ADP NOUN VERB ADJ NOUN PUNCT SPACE ADV NOUN VERB ADP ADP NOUN VERB PART VERB DET NOUN ADP NOUN PUNCT SPACE ADV NOUN VERB VERB NOUN NOUN ADV PART VERB PUNCT
0,NOUN VERB ADJ ADP NOUN VERB VERB ADV PART CONJ VERB ADJ ADP DET NOUN
0,NOUN VERB ADP ADP NOUN VERB PART VERB NOUN NOUN ADV ADV NOUN VERB VERB NOUN ADP ADJ ADP NOUN PUNCT
1,DET NOUN DET NOUN NOUN VERB ADP NOUN VERB NOUN VERB NOUN DET ADJ ADJ NOUN ADP NOUN NOUN PUNCT NOUN VERB NOUN ADP NOUN VERB ADV ADJ ADP NOUN NOUN ADV VERB PUNCT PUNCT DET NOUN ADP NOUN NOUN PART NOUN VERB DET PART ADJ ADP NOUN PUNCT NOUN VERB NOUN ADV PUNCT NOUN ADP NOUN ADV NOUN VERB VERB ADP PART VERB ADV CONJ ADV NOUN VERB ADV VERB DET NOUN NOUN ADV VERB PUNCT DET NOUN VERB VERB ADJ NOUN PART VERB NOUN VERB ADP NOUN PUNCT ADV NOUN VERB NOUN NOUN VERB VERB ADP NOUN PUNCT PUNCT ADP NOUN VERB DET ADP NOUN NOUN NOUN VERB NOUN VERB VERB NOUN ADP NOUN ADP NOUN PUNCT PUNCT PUNCT NOUN PUNCT NOUN NOUN PUNCT PUNCT NOUN VERB PUNCT VERB ADV ADP NOUN PUNCT PUNCT NOUN VERB NOUN PART VERB ADJ NOUN PUNCT PUNCT
2,DET NOUN NOUN ADJ NOUN VERB ADV NOUN NOUN VERB NOUN PUNCT NOUN VERB ADP NOUN NOUN VERB DET ADJ NOUN PUNCT CONJ NOUN VERB ADV ADV VERB NOUN ADP NOUN PUNCT NOUN VERB PUNCT ADV VERB ADV NOUN VERB NOUN ADP DET PUNCT PUNCT CONJ NOUN VERB DET ADJ NOUN PUNCT
0,NOUN VERB ADJ NOUN CONJ VERB PART PUNCT DET NOUN NOUN VERB DET NOUN NOUN VERB ADV VERB PUNCT NOUN VERB ADV DET ADJ NOUN PUNCT CONJ ADP NOUN VERB DET VERB NOUN ADP ADJ NOUN PUNCT
