label,text
0,NOUN VERB ADV INTJ NOUN DET VERB ADJ VERB PUNCT
1,DET NOUN ADJ VERB ADJ ADP DET NOUN PUNCT DET NOUN VERB DET NOUN ADJ PART VERB NOUN ADJ VERB VERB ADP DET ADJ NOUN PUNCT ADV DET NOUN PUNCT NUM NOUN PART NOUN DET VERB ADJ NOUN VERB ADJ ADP DET NOUN PUNCT
0,DET NOUN ADP DET NOUN ADJ VERB VERB DET NOUN ADP DET NOUN PUNCT ADV ADJ VERB NOUN ADJ ADP ADV NOUN VERB DET NOUN ADJ ADP PUNCT NOUN PUNCT PUNCT ADP PUNCT NOUN VERB VERB PUNCT NOUN VERB ADP PUNCT ADJ PUNCT VERB VERB NOUN PUNCT CONJ PUNCT ADP NOUN ADJ ADP ADJ NOUN PUNCT PUNCT NOUN VERB DET NOUN VERB ADJ ADP ADV VERB ADJ NOUN ADP NOUN PUNCT
1,DET NOUN PUNCT ADJ PUNCT SPACE ADP DET NOUN VERB VERB ADP DET NOUN ADP ADJ NOUN PUNCT VERB ADJ NOUN CONJ VERB DET ADJ NOUN ADP ADJ NOUN PUNCT DET NOUN VERB DET VERB NOUN ADP ADJ ADJ NOUN CONJ DET ADJ NOUN ADP ADV PART VERB NOUN PUNCT
1,DET NOUN ADP DET NOUN PUNCT PUNCT ADJ PUNCT ADP DET NOUN ADP DET NOUN VERB ADP DET NOUN VERB ADV ADJ PUNCT NOUN VERB VERB VERB ADP DET NOUN ADP NOUN ADP NOUN NOUN PUNCT NOUN VERB NOUN ADV PART VERB ADP DET NOUN PUNCT
0,DET NOUN ADJ ADP VERB ADP DET NOUN VERB DET NOUN ADJ VERB NOUN PUNCT
1,DET NOUN VERB ADP DET NOUN ADP DET ADJ NOUN ADP NOUN PUNCT DET NOUN VERB VERB ADJ NOUN ADP NOUN VERB PART VERB CONJ VERB PART DET ADJ NOUN PUNCT VERB PART ADJ ADJ NOUN PUNCT
2,DET NOUN ADJ VERB ADV ADJ ADP DET NOUN CONJ ADV VERB NOUN ADP DET NOUN DET NOUN VERB ADP DET NOUN PUNCT ADP DET ADJ NOUN DET NOUN VERB ADP DET NOUN VERB NOUN PART VERB NOUN PART VERB ADJ NOUN PART PUNCT DET VERB NOUN PUNCT ADJ PUNCT ADP NOUN VERB VERB PART DET ADV ADJ NOUN PUNCT
1,NOUN VERB ADP DET NOUN PUNCT ADJ PUNCT VERB VERB CONJ VERB ADP NOUN NOUN SPACE VERB DET NOUN ADV NOUN VERB PUNCT NOUN VERB ADP ADJ SPACE VERB VERB NOUN PUNCT NOUN VERB DET ADP NOUN ADP ADJ ADP NOUN VERB VERB NOUN CONJ DET NOUN VERB VERB ADV NOUN VERB ADJ PUNCT ADJ PUNCT ADP SPACE ADP DET VERB ADV DET ADJ NOUN DET VERB ADV ADJ VERB VERB PUNCT
1,ADJ PUNCT VERB DET ADJ NOUN ADJ VERB VERB DET NOUN ADV NOUN VERB ADV ADJ ADP PUNCT ADP DET NOUN PUNCT ADP DET NOUN NOUN VERB ADP ADV DET NOUN ADV NOUN PUNCT VERB ADV VERB VERB ADP NOUN ADJ PUNCT DET NOUN VERB DET NOUN PUNCT NOUN PUNCT ADP ADJ NOUN PUNCT ADJ ADV ADV DET ADJ NOUN ADP NOUN PUNCT
1,DET NOUN ADP DET NOUN ADJ VERB ADP DET NOUN CONJ ADJ NOUN VERB VERB ADP NOUN ADV NOUN VERB ADV VERB PUNCT NUM NOUN VERB VERB DET NOUN CONJ DET NOUN VERB ADP NOUN VERB VERB ADP ADV VERB DET NOUN PUNCT NOUN VERB VERB ADP CONJ VERB ADJ NOUN VERB ADP NOUN ADJ ADJ NOUN ADV NOUN VERB ADV VERB PUNCT
1,ADJ VERB NOUN ADJ VERB DET NOUN PUNCT DET VERB ADJ ADP DET NOUN ADP DET ADJ NOUN VERB ADP NOUN VERB DET PUNCT ADJ PUNCT NOUN ADP DET NOUN ADP NOUN PUNCT ADP VERB DET NOUN ADJ PUNCT NOUN VERB ADV VERB DET NOUN VERB ADP NOUN NOUN NOUN CONJ VERB NOUN ADP DET ADJ CONJ ADJ NOUN ADP NOUN ADP ADJ NOUN PUNCT
0,DET NOUN PUNCT ADJ PUNCT VERB ADV ADJ ADP ADV DET ADP DET NOUN NOUN ADP DET ADJ CONJ ADJ NOUN PUNCT DET VERB ADP NOUN VERB ADV ADJ PUNCT ADP DET NOUN ADP ADJ PUNCT NOUN ADP NOUN VERB ADV ADJ ADV NOUN VERB ADP NOUN DET NOUN VERB ADV ADV ADJ CONJ NOUN ADJ DET NOUN NOUN VERB ADV VERB PUNCT
0,DET NOUN ADP DET NOUN ADJ VERB VERB NOUN ADP ADP DET NOUN NOUN NUM NOUN VERB NOUN VERB ADP ADJ VERB VERB NOUN CONJ DET VERB ADV NOUN VERB NOUN VERB ADP DET NOUN PUNCT
1,ADP DET NOUN PUNCT PUNCT NOUN VERB NOUN PUNCT DET PUNCT ADJ NOUN PUNCT ADP NOUN NOUN PUNCT DET NOUN ADJ VERB ADV ADJ PUNCT DET VERB ADP DET NOUN VERB DET ADJ NOUN PUNCT ADV DET NOUN VERB ADP ADJ ADJ NOUN PUNCT PUNCT PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN VERB NOUN PUNCT PUNCT NOUN NUM PUNCT ADV PUNCT DET NOUN VERB PUNCT ADJ PUNCT ADP PUNCT NOUN PUNCT ADV VERB ADP DET NUM VERB NOUN PUNCT
1,DET NOUN ADP PUNCT ADJ PUNCT VERB ADP ADV VERB NOUN ADP ADP CONJ ADV DET NOUN VERB ADJ ADP NOUN CONJ ADV PUNCT ADJ PUNCT CONJ ADP NOUN VERB ADV VERB VERB ADP NOUN CONJ NOUN VERB ADV VERB NOUN ADJ PUNCT
0,DET NOUN ADP DET NOUN PUNCT ADJ PUNCT ADP DET NOUN ADP DET NOUN VERB ADJ NOUN PUNCT VERB DET NOUN ADP ADJ NOUN PUNCT ADJ NOUN PUNCT ADP DET NOUN PUNCT ADP NOUN NUM PUNCT PUNCT ADJ NOUN VERB ADJ PUNCT PUNCT DET VERB ADP ADV ADP ADJ ADV ADJ ADJ NOUN VERB ADV VERB NOUN VERB ADV VERB DET NOUN ADP NOUN PUNCT
2,DET NOUN PUNCT ADJ PUNCT VERB VERB PUNCT ADJ NOUN PUNCT ADP DET NOUN ADP DET NOUN VERB VERB PART VERB ADJ NOUN PUNCT NOUN VERB ADJ NOUN ADJ VERB NOUN PUNCT DET NOUN VERB VERB NOUN PART VERB ADJ CONJ VERB NOUN ADP NOUN VERB VERB ADP ADJ NOUN CONJ VERB ADJ NOUN CONJ NOUN VERB ADP CONJ NOUN PUNCT
1,ADJ ADP ADP ADV VERB ADV ADV ADV PUNCT ADP DET NOUN NOUN VERB VERB PART VERB DET NOUN VERB CONJ VERB PUNCT VERB NOUN VERB NOUN VERB ADV VERB PUNCT
0,DET NOUN ADP DET NOUN ADJ VERB NOUN VERB VERB VERB ADP DET ADJ NOUN PUNCT NOUN VERB ADV NOUN VERB PART VERB NOUN ADP ADJ NOUN CONJ NOUN ADP DET NOUN PUNCT VERB ADP NOUN NUM PUNCT ADJ DET NOUN ADJ NOUN PUNCT VERB ADJ NOUN VERB PUNCT PUNCT NOUN VERB VERB NOUN VERB ADP PUNCT ADJ PUNCT VERB DET ADJ NOUN PUNCT NOUN VERB DET ADJ VERB DET ADJ NOUN ADP NOUN PUNCT
1,DET NOUN ADP DET NOUN ADJ VERB PART VERB ADP DET NOUN VERB VERB ADJ NOUN NOUN CONJ NOUN ADP DET NOUN VERB DET NOUN ADP DET NOUN NOUN VERB ADP NOUN VERB ADJ NOUN CONJ NOUN VERB ADP NOUN VERB DET NOUN ADP DET NOUN DET VERB ADV ADJ PUNCT
0,NOUN VERB ADP DET NOUN ADJ VERB ADP VERB NOUN VERB ADV ADJ ADP NOUN ADP DET ADP ADV DET NOUN ADP NOUN VERB NOUN CONJ ADV NOUN DET VERB NOUN ADV VERB ADP NOUN VERB ADV VERB ADJ ADP NOUN PUNCT
1,DET NOUN ADP DET NOUN PUNCT ADJ PUNCT VERB ADP ADV NOUN VERB NOUN ADP NOUN NOUN VERB ADJ CONJ ADJ CONJ NOUN ADV VERB ADV VERB ADP PUNCT ADP DET NOUN DET NOUN VERB ADP PUNCT ADV DET NOUN PUNCT ADJ NOUN PUNCT VERB ADJ PUNCT NOUN VERB VERB PUNCT PUNCT ADV NOUN NOUN VERB VERB ADP ADV ADP NOUN VERB NOUN PUNCT ADJ NOUN VERB ADV VERB NOUN ADJ PUNCT ADP VERB ADP VERB NOUN PUNCT
2,DET NOUN PUNCT PUNCT ADJ PUNCT VERB DET ADV ADJ NOUN ADP DET NOUN PUNCT NOUN PUNCT ADJ ADP NOUN NOUN VERB ADP DET ADJ NOUN ADP NOUN CONJ NOUN VERB PUNCT ADJ PUNCT PUNCT DET NOUN VERB VERB ADP ADJ NOUN ADP ADJ NOUN CONJ VERB DET NOUN PUNCT ADV PUNCT DET ADJ ADP NOUN NOUN PUNCT VERB ADV PUNCT PUNCT ADJ VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT
2,DET NOUN ADP DET NOUN PUNCT ADJ PUNCT ADP DET NOUN VERB DET NOUN VERB ADP DET NOUN ADV ADJ ADJ PUNCT DET NOUN ADP DET NOUN NOUN VERB VERB SPACE DET NOUN ADV ADP NOUN VERB VERB DET NOUN ADP VERB NOUN ADJ ADV DET NOUN VERB VERB PUNCT DET NOUN VERB VERB ADP DET NOUN ADP ADJ ADP NOUN VERB ADV ADJ ADJ NOUN PUNCT
1,DET NOUN ADP DET NOUN PUNCT ADJ PUNCT VERB ADP NOUN VERB VERB ADV CONJ VERB ADV ADJ PART VERB ADV PUNCT PUNCT NOUN PUNCT ADV PUNCT VERB ADP ADJ NOUN ADJ ADP ADJ NOUN PUNCT VERB ADJ NOUN ADP NOUN PUNCT PUNCT
1,DET NOUN ADJ VERB ADJ ADP DET NOUN ADP ADP NUM NOUN ADP NOUN NOUN VERB VERB ADP DET ADJ NOUN VERB ADP ADJ NOUN VERB VERB DET ADJ NOUN ADP NOUN VERB ADP ADJ NOUN ADP DET NOUN NOUN VERB VERB ADP DET ADJ NOUN PUNCT VERB ADP DET NOUN VERB VERB ADV ADV ADJ NOUN NOUN VERB ADP DET NOUN ADV ADP DET NOUN VERB VERB ADP ADJ ADJ NOUN PUNCT
0,DET NOUN ADP DET NOUN PUNCT ADJ PUNCT VERB ADV VERB DET VERB NOUN CONJ NOUN PUNCT DET NOUN VERB VERB ADP DET NOUN VERB DET SPACE NOUN ADP DET CONJ ADV ADV DET ADJ NOUN ADP NOUN PUNCT DET NOUN VERB ADP ADV DET NOUN ADP DET NOUN ADJ VERB ADP PUNCT DET NOUN VERB ADV VERB ADP DET ADJ NOUN PUNCT
1,DET NOUN ADJ VERB ADJ ADP NOUN VERB NOUN ADP DET NOUN VERB ADJ CONJ VERB ADV VERB VERB ADP NOUN ADP NOUN VERB ADV VERB ADP DET NOUN PART NOUN VERB VERB PUNCT DET VERB ADV NOUN VERB NOUN VERB VERB VERB ADV ADP ADJ ADV ADV ADJ PUNCT
0,ADJ NOUN ADP DET NOUN ADV ADV VERB NOUN ADP DET NOUN PUNCT DET NOUN VERB ADV VERB ADP DET ADJ NOUN PUNCT
1,DET NOUN ADJ VERB VERB ADP NOUN VERB PUNCT ADJ NOUN PUNCT PUNCT VERB ADP NOUN PUNCT NOUN VERB DET NOUN VERB VERB ADP ADV VERB ADV PUNCT CONJ NOUN VERB DET ADJ NOUN DET NOUN NOUN VERB ADP NOUN PUNCT NOUN VERB NOUN VERB ADV VERB VERB ADP NOUN VERB VERB PUNCT VERB PUNCT PUNCT CONJ ADP NOUN VERB DET PUNCT VERB NOUN PUNCT PUNCT
