label,text
1,DET NOUN VERB DET NOUN ADP VERB ADP DET NOUN NOUN PUNCT ADJ VERB VERB DET NOUN PART VERB NOUN ADV ADP DET NOUN PUNCT ADV ADP NOUN VERB VERB ADV ADJ NOUN NOUN CONJ NOUN VERB PUNCT
0,ADP VERB ADV ADP DET NUM PART ADV ADP ADJ NOUN DET ADJ NOUN NOUN PUNCT
0,NOUN VERB NOUN NOUN VERB PUNCT CONJ DET ADJ NOUN NOUN VERB VERB PUNCT NOUN ADV VERB ADP ADP ADJ NOUN NOUN NOUN VERB VERB ADP NOUN VERB ADV ADP NOUN PUNCT ADP NOUN VERB VERB PART VERB NOUN ADP NOUN ADV ADP SPACE NOUN NOUN VERB PUNCT
2,DET NOUN VERB DET NOUN ADP VERB ADJ NOUN ADP ADJ NOUN VERB ADP DET NOUN PUNCT SPACE ADP DET PUNCT DET NOUN VERB NUM ADJ NOUN ADJ VERB NOUN VERB PUNCT SPACE ADP DET NOUN DET NOUN VERB DET NOUN ADP DET NOUN PUNCT
1,NOUN VERB DET NOUN ADP VERB ADJ NOUN ADV NOUN VERB ADP ADJ NOUN PUNCT
2,DET NOUN VERB DET NOUN ADP ADV VERB DET NOUN VERB NOUN NOUN NOUN VERB PUNCT ADV NOUN NOUN VERB VERB CONJ NOUN VERB ADP DET NOUN ADP NOUN PUNCT
1,NOUN VERB ADV ADV VERB ADV PUNCT VERB DET NOUN VERB NOUN ADP ADJ NOUN PUNCT NOUN VERB DET NOUN VERB NOUN CONJ DET NOUN ADP VERB ADJ NOUN ADJ VERB ADJ NOUN VERB ADP DET ADJ NOUN PUNCT
2,DET NOUN VERB DET NOUN ADP ADV VERB NOUN ADP NOUN NOUN NOUN VERB ADP ADP NOUN NUM PUNCT DET ADJ NOUN VERB VERB NOUN ADJ VERB ADV NUM ADJ NOUN VERB PUNCT ADV DET ADJ NOUN VERB VERB NOUN NOUN VERB NOUN NOUN VERB CONJ ADV NOUN VERB DET NOUN ADP NOUN PUNCT
0,DET NOUN VERB VERB ADP NOUN ADP NOUN PART VERB NOUN DET ADJ NOUN NOUN ADP DET ADJ NOUN ADJ VERB ADJ PUNCT CONJ PART VERB NOUN DET ADV ADJ NOUN NOUN VERB PART VERB NOUN PART ADP ADJ DET ADJ NOUN PUNCT
2,DET NOUN VERB DET NOUN ADP VERB NOUN PART ADP NOUN PUNCT ADV NOUN VERB DET NOUN NOUN ADP DET NOUN PUNCT DET VERB NOUN ADJ NOUN VERB VERB ADV PUNCT ADV NOUN VERB DET NOUN ADJ VERB PUNCT NOUN VERB NOUN NOUN PUNCT PUNCT DET NOUN VERB NOUN ADJ ADJ NOUN VERB ADV CONJ VERB DET NOUN DET ADJ NOUN ADP ADJ NOUN PUNCT ADV PUNCT NOUN VERB PUNCT NOUN NOUN PART VERB NOUN ADP ADJ NOUN ADV VERB VERB NOUN ADP NOUN PUNCT ADV NOUN VERB ADJ NOUN ADP PUNCT ADJ NOUN PUNCT CONJ DET NOUN NOUN PUNCT PUNCT VERB DET NOUN ADP NOUN NOUN CONJ VERB DET NOUN ADP DET VERB DET ADJ NOUN ADV PART VERB VERB ADV PUNCT
